cfg_id;bow;bigram;lemmatize;remove_stopwords;rating;length;tense;sentiment1;sentiment2;db_comment_column_name;1_fold
bow-lemmatize-remove_stopwords-rating-tense-sentiment1;True;False;True;True;True;False;True;True;False;stopwords_removal_lemmatization;0.20512820512820512
bow-rating-sentiment1;True;False;False;False;True;False;False;True;False;comment;0.6153846153846154
bow-bigram-remove_stopwords-rating-tense-sentiment1;True;True;False;True;True;False;True;True;False;stopwords_removal;0.3333333333333333
bow-bigram-tense-sentiment1;True;True;False;False;False;False;True;True;False;comment;0.8205128205128205
bow-bigram-lemmatize-rating-tense;True;True;True;False;True;False;True;False;False;lemmatized_comment;0.8974358974358975
bow-rating-tense-sentiment1;True;False;False;False;True;False;True;True;False;comment;0.5384615384615384
bow-lemmatize-remove_stopwords-rating-tense-sentiment2;True;False;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.15384615384615385
bow-lemmatize-rating;True;False;True;False;True;False;False;False;False;lemmatized_comment;0.717948717948718
bigram-rating-sentiment1;False;True;False;False;True;False;False;True;False;comment;0.8461538461538461
bigram-lemmatize-remove_stopwords-rating-tense-sentiment2;False;True;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.1282051282051282
