,10_fold,1_fold,2_fold,3_fold,4_fold,5_fold,6_fold,7_fold,8_fold,9_fold,Mean_F1Score,Mean_Precision,Mean_Recall,Mean_Time,bigram,bow,cfg_id,db_comment_column_name,label,lemmatize,length,rating,remove_stopwords,sentiment1,sentiment2,tense,value
0,0.7222222222222222,0.7643979057591622,0.7106598984771574,0.7188940092165899,0.7570093457943925,0.7562189054726369,0.7669902912621359,0.7352941176470588,0.6881720430107527,0.7738693467336684,,,,,False,True,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,stopwords_removal_lemmatization,Bug,True,False,True,True,True,False,True,f1score
1,0.7062706270627064,0.7032258064516128,0.7508532423208192,0.6822742474916388,0.7407407407407407,0.7525423728813561,0.7828947368421053,0.712871287128713,0.6797385620915032,0.6959459459459459,,,,,True,False,bigram,comment,Bug,False,False,False,False,False,False,False,f1score
2,0.7609756097560976,0.7052631578947368,0.7298578199052133,0.8054298642533937,0.7363636363636363,0.7404255319148936,0.7389162561576353,0.7053140096618357,0.7182320441988951,0.7557603686635944,,,,,False,True,bow-rating-sentiment1,comment,Bug,False,False,True,False,True,False,False,f1score
3,0.7966101694915255,0.7933884297520662,0.8035714285714286,0.8032786885245902,0.8048780487804879,0.8108108108108107,0.7619047619047619,0.7807017543859649,0.8192771084337349,0.8088888888888889,,,,,True,True,bow-bigram,comment,Bug,False,False,False,False,False,False,False,f1score
4,0.7307692307692308,0.8075117370892019,0.7926267281105991,0.7962085308056872,0.8,0.7962085308056872,0.8209606986899564,0.7443946188340806,0.8127853881278538,0.7762557077625571,,,,,True,True,bow-bigram-remove_stopwords-rating-tense-sentiment1,stopwords_removal,Bug,False,False,True,True,True,False,True,f1score
5,0.765217391304348,0.8165137614678898,0.8255319148936169,0.7822222222222223,0.7829787234042555,0.7945205479452055,0.8,0.8079999999999999,0.8051948051948052,0.7736625514403291,,,,,True,True,bow-bigram-tense-sentiment1,comment,Bug,False,False,False,False,True,False,True,f1score
6,0.7179487179487181,0.7755102040816327,0.7317073170731707,0.6951871657754011,0.7238095238095237,0.7713004484304933,0.7904761904761904,0.7142857142857143,0.7252747252747253,0.7499999999999999,,,,,False,True,bow-lemmatize-remove_stopwords,stopwords_removal_lemmatization,Bug,True,False,False,True,False,False,False,f1score
7,0.787878787878788,0.7881355932203391,0.785425101214575,0.8122270742358078,0.84,0.8071748878923767,0.8065843621399178,0.7846889952153109,0.8166666666666667,0.8384615384615385,,,,,True,True,bow-bigram-lemmatize-rating-tense,lemmatized_comment,Bug,True,False,True,False,False,False,True,f1score
8,0.6280193236714975,0.6871794871794872,0.7149758454106279,0.7281105990783411,0.7373737373737373,0.7236180904522612,0.6598984771573604,0.7582938388625592,0.7181818181818183,0.6770833333333333,,,,,False,True,bow-lemmatize,lemmatized_comment,Bug,True,False,False,False,False,False,False,f1score
9,0.6847826086956521,0.7474747474747474,0.7678571428571429,0.7407407407407407,0.7076923076923076,0.7534883720930232,0.7706422018348623,0.7071823204419889,0.7425742574257426,0.7474747474747475,,,,,False,True,bow-rating-tense-sentiment1,comment,Bug,False,False,True,False,True,False,True,f1score
10,0.7155963302752294,0.7179487179487181,0.7102803738317757,0.7677725118483413,0.6555555555555554,0.7219512195121951,0.6985645933014354,0.6979166666666666,0.6923076923076923,0.7222222222222222,,,,,False,True,bow,comment,Bug,False,False,False,False,False,False,False,f1score
11,0.798076923076923,0.7927927927927929,0.7782805429864253,0.8312757201646089,0.7983193277310925,0.7981220657276995,0.7692307692307692,0.7767857142857143,0.8433734939759037,0.8165137614678898,,,,,True,True,bow-bigram-lemmatize-remove_stopwords,stopwords_removal_lemmatization,Bug,True,False,False,True,False,False,False,f1score
12,0.7422680412371133,0.7707317073170732,0.7802690582959642,0.7798165137614681,0.7567567567567567,0.7586206896551724,0.7692307692307692,0.7446808510638298,0.7211538461538461,0.7826086956521741,,,,,False,True,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,stopwords_removal_lemmatization,Bug,True,False,True,True,False,True,True,f1score
13,0.7881773399014778,0.7657657657657658,0.7115384615384616,0.75,0.7389162561576353,0.6633663366336633,0.6903553299492386,0.7323943661971831,0.6824644549763034,0.7307692307692307,,,,,False,True,bow-lemmatize-rating,lemmatized_comment,Bug,True,False,True,False,False,False,False,f1score
14,0.7380073800738007,0.7762237762237763,0.7806691449814126,0.7773851590106007,0.7428571428571428,0.7464788732394366,0.7259259259259259,0.7636363636363637,0.7619047619047619,0.7456445993031359,,,,,True,False,bigram-rating-sentiment1,comment,Bug,False,False,True,False,True,False,False,f1score
15,0.7607843137254899,0.7441860465116279,0.7599999999999999,0.7264957264957265,0.7753623188405797,0.7786259541984734,0.7607843137254902,0.7489711934156379,0.7942238267148013,0.7548638132295721,,,,,True,False,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,stopwords_removal_lemmatization,Bug,True,False,True,True,False,True,True,f1score
16,0.7244897959183674,0.7222222222222222,0.7115384615384616,0.7264573991031391,0.7173913043478259,0.7384615384615385,0.7649769585253456,0.7301587301587302,0.7363184079601991,0.6951871657754011,,,,,False,True,bow-remove_stopwords,stopwords_removal,Bug,False,False,False,True,False,False,False,f1score
17,,,,,,,,,,,0.7393728085595778,0.8107646818294209,0.6831118283743486,7.441200041770935,False,True,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,stopwords_removal_lemmatization,Bug,True,False,True,True,True,False,True,meanscores
18,,,,,,,,,,,0.7207357568957142,0.5696043592921354,0.9846344181734776,1.5997999906539917,True,False,bigram,comment,Bug,False,False,False,False,False,False,False,meanscores
19,,,,,,,,,,,0.7396538298769931,0.8084486979832871,0.6825560072627629,10.768499970436096,False,True,bow-rating-sentiment1,comment,Bug,False,False,True,False,True,False,False,meanscores
20,,,,,,,,,,,0.7983310089544259,0.7613071708074377,0.8403493320885722,8.27579996585846,True,True,bow-bigram,comment,Bug,False,False,False,False,False,False,False,meanscores
21,,,,,,,,,,,0.7877721170994854,0.7834868992870329,0.7932653171304322,6.672799968719483,True,True,bow-bigram-remove_stopwords-rating-tense-sentiment1,stopwords_removal,Bug,False,False,True,True,True,False,True,meanscores
22,,,,,,,,,,,0.7953841917872672,0.7582173110461538,0.8381202864323987,9.109800004959107,True,True,bow-bigram-tense-sentiment1,comment,Bug,False,False,False,False,True,False,True,meanscores
23,,,,,,,,,,,0.7395500007155571,0.8219792680786313,0.6741350971298992,5.94449999332428,False,True,bow-lemmatize-remove_stopwords,stopwords_removal_lemmatization,Bug,True,False,False,True,False,False,False,meanscores
24,,,,,,,,,,,0.8067243006925319,0.7591255432608356,0.8618891567822289,6.448399925231934,True,True,bow-bigram-lemmatize-rating-tense,lemmatized_comment,Bug,True,False,True,False,False,False,True,meanscores
25,,,,,,,,,,,0.7032734550701024,0.7768466761392225,0.6445553486204011,5.381200003623962,False,True,bow-lemmatize,lemmatized_comment,Bug,True,False,False,False,False,False,False,meanscores
26,,,,,,,,,,,0.7369909446730956,0.7925061521405672,0.6900660080296787,7.207100033760071,False,True,bow-rating-tense-sentiment1,comment,Bug,False,False,True,False,True,False,True,meanscores
27,,,,,,,,,,,0.7100115883469832,0.7528154611319625,0.6736193966070233,7.249499988555907,False,True,bow,comment,Bug,False,False,False,False,False,False,False,meanscores
28,,,,,,,,,,,0.8002771111439818,0.7857181833851141,0.8174289437920853,5.677899980545044,True,True,bow-bigram-lemmatize-remove_stopwords,stopwords_removal_lemmatization,Bug,True,False,False,True,False,False,False,meanscores
29,,,,,,,,,,,0.7606136929124167,0.8552289249569137,0.6855811193427328,4.811999988555908,False,True,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,stopwords_removal_lemmatization,Bug,True,False,True,True,False,True,True,meanscores
30,,,,,,,,,,,0.725374754188896,0.7967032113489548,0.6668166738068482,5.0637000560760494,False,True,bow-lemmatize-rating,lemmatized_comment,Bug,True,False,True,False,False,False,False,meanscores
31,,,,,,,,,,,0.7558733127156356,0.6242514925254631,0.9582010499960968,0.994599986076355,True,False,bigram-rating-sentiment1,comment,Bug,False,False,True,False,True,False,False,meanscores
32,,,,,,,,,,,0.7604297506857398,0.6780122555886043,0.8676750696332093,0.7299000263214112,True,False,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,stopwords_removal_lemmatization,Bug,True,False,True,True,False,True,True,meanscores
33,,,,,,,,,,,0.7267201984011231,0.8171655971938936,0.6562335027055546,5.876599955558777,False,True,bow-remove_stopwords,stopwords_removal,Bug,False,False,False,True,False,False,False,meanscores
34,0.8666666666666667,0.7604166666666666,0.813953488372093,0.8297872340425532,0.81,0.8735632183908046,0.8144329896907216,0.8152173913043478,0.6956521739130435,0.8279569892473119,,,,,False,True,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,stopwords_removal_lemmatization,Bug,True,False,True,True,True,False,True,precision
35,0.5515463917525774,0.5422885572139303,0.6111111111111112,0.5230769230769231,0.5913978494623656,0.6065573770491803,0.6538461538461539,0.5567010309278351,0.5174129353233831,0.5421052631578948,,,,,True,False,bigram,comment,Bug,False,False,False,False,False,False,False,precision
36,0.8571428571428571,0.7882352941176469,0.8020833333333334,0.8640776699029126,0.84375,0.7699115044247787,0.78125,0.7765957446808509,0.7647058823529411,0.8367346938775511,,,,,False,True,bow-rating-sentiment1,comment,Bug,False,False,True,False,True,False,False,precision
37,0.7768595041322314,0.768,0.7627118644067796,0.7903225806451613,0.7795275590551181,0.7342657342657343,0.7394957983193278,0.7295081967213115,0.7611940298507462,0.7711864406779662,,,,,True,True,bow-bigram,comment,Bug,False,False,False,False,False,False,False,precision
38,0.7238095238095238,0.7889908256880734,0.7678571428571429,0.8076923076923077,0.8245614035087719,0.8076923076923077,0.8245614035087719,0.7280701754385965,0.7672413793103449,0.794392523364486,,,,,True,True,bow-bigram-remove_stopwords-rating-tense-sentiment1,stopwords_removal,Bug,False,False,True,True,True,False,True,precision
39,0.7457627118644068,0.7876106194690266,0.7637795275590551,0.7272727272727273,0.7244094488188977,0.75,0.8135593220338984,0.7890625,0.7685950413223142,0.7121212121212122,,,,,True,True,bow-bigram-tense-sentiment1,comment,Bug,False,False,False,False,True,False,True,precision
40,0.7954545454545454,0.8735632183908046,0.8620689655172413,0.7926829268292683,0.8,0.8431372549019608,0.8469387755102041,0.8235294117647058,0.7252747252747253,0.8571428571428571,,,,,False,True,bow-lemmatize-remove_stopwords,stopwords_removal_lemmatization,Bug,True,False,False,True,False,False,False,precision
41,0.7054263565891473,0.7265625,0.7348484848484849,0.7622950819672131,0.7835820895522388,0.7692307692307693,0.7777777777777778,0.7522935779816514,0.7596899224806202,0.8195488721804511,,,,,True,True,bow-bigram-lemmatize-rating-tense,lemmatized_comment,Bug,True,False,True,False,False,False,True,precision
42,0.7142857142857143,0.7882352941176469,0.7551020408163265,0.8404255319148937,0.7765957446808509,0.7741935483870968,0.7831325301204819,0.8080808080808081,0.7452830188679245,0.7831325301204819,,,,,False,True,bow-lemmatize,lemmatized_comment,Bug,True,False,False,False,False,False,False,precision
43,0.7777777777777778,0.8131868131868132,0.7818181818181819,0.8,0.7752808988764045,0.8265306122448979,0.8155339805825242,0.7901234567901234,0.7575757575757576,0.7872340425531915,,,,,False,True,bow-rating-tense-sentiment1,comment,Bug,False,False,True,False,True,False,True,precision
44,0.78,0.7865168539325843,0.7676767676767676,0.801980198019802,0.686046511627907,0.8043478260869565,0.7373737373737373,0.6907216494845361,0.7578947368421053,0.7155963302752294,,,,,False,True,bow,comment,Bug,False,False,False,False,False,False,False,precision
45,0.8137254901960784,0.7787610619469026,0.7889908256880734,0.7829457364341085,0.7421875,0.7657657657657657,0.7727272727272727,0.7981651376146789,0.84,0.7739130434782608,,,,,True,True,bow-bigram-lemmatize-remove_stopwords,stopwords_removal_lemmatization,Bug,True,False,False,True,False,False,False,precision
46,0.8372093023255814,0.8404255319148937,0.87,0.8947368421052632,0.8235294117647058,0.8651685393258427,0.9042553191489362,0.8536585365853658,0.7731958762886598,0.8901098901098901,,,,,False,True,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,stopwords_removal_lemmatization,Bug,True,False,True,True,False,True,True,precision
47,0.8247422680412371,0.8762886597938144,0.7708333333333334,0.8041237113402062,0.7978723404255319,0.7528089887640449,0.7727272727272727,0.7959183673469388,0.7272727272727273,0.8444444444444444,,,,,False,True,bow-lemmatize-rating,lemmatized_comment,Bug,True,False,True,False,False,False,False,precision
48,0.6024096385542169,0.6379310344827587,0.660377358490566,0.6470588235294118,0.6081871345029239,0.6162790697674418,0.5975609756097561,0.625,0.6327683615819211,0.6149425287356322,,,,,True,False,bigram-rating-sentiment1,comment,Bug,False,False,True,False,True,False,False,precision
49,0.6598639455782312,0.6486486486486487,0.6690140845070423,0.6343283582089553,0.7086092715231788,0.68,0.6689655172413793,0.6594202898550725,0.7432432432432432,0.708029197080292,,,,,True,False,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,stopwords_removal_lemmatization,Bug,True,False,True,True,False,True,True,precision
50,0.7634408602150538,0.8210526315789474,0.7789473684210526,0.8181818181818182,0.825,0.7912087912087912,0.8736842105263158,0.7840909090909091,0.9135802469135802,0.8024691358024691,,,,,False,True,bow-remove_stopwords,stopwords_removal,Bug,False,False,False,True,False,False,False,precision
51,0.6190476190476191,0.7684210526315789,0.6306306306306306,0.6341463414634146,0.7105263157894737,0.6666666666666666,0.7247706422018348,0.6696428571428571,0.6808510638297872,0.7264150943396226,,,,,False,True,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,stopwords_removal_lemmatization,Bug,True,False,True,True,True,False,True,recall
52,0.981651376146789,1.0,0.9734513274336284,0.9807692307692308,0.990990990990991,0.9910714285714286,0.9754098360655736,0.9908256880733946,0.9904761904761904,0.9716981132075472,,,,,True,False,bigram,comment,Bug,False,False,False,False,False,False,False,recall
53,0.6842105263157895,0.6380952380952379,0.6695652173913044,0.7542372881355932,0.6532258064516129,0.7131147540983607,0.7009345794392523,0.6460176991150443,0.6770833333333334,0.6890756302521008,,,,,False,True,bow-rating-sentiment1,comment,Bug,False,False,True,False,True,False,False,recall
54,0.8173913043478261,0.8205128205128205,0.8490566037735849,0.8166666666666667,0.8319327731092437,0.9051724137931034,0.7857142857142857,0.8396226415094341,0.8869565217391304,0.8504672897196262,,,,,True,True,bow-bigram,comment,Bug,False,False,False,False,False,False,False,recall
55,0.7378640776699029,0.8269230769230769,0.8190476190476189,0.7850467289719626,0.7768595041322314,0.7850467289719626,0.8173913043478261,0.7614678899082569,0.8640776699029126,0.7589285714285714,,,,,True,True,bow-bigram-remove_stopwords-rating-tense-sentiment1,stopwords_removal,Bug,False,False,True,True,True,False,True,recall
