cfg_id;bow;bigram;lemmatize;remove_stopwords;rating;length;tense;sentiment1;sentiment2;db_comment_column_name;Mean_Precision;Mean_Recall;Mean_F1Score;Mean_Time
bow-lemmatize-remove_stopwords-rating-tense-sentiment1;True;False;True;True;True;False;True;True;False;stopwords_removal_lemmatization;0.8107646818294209;0.6831118283743486;0.7393728085595778;7.441200041770935
bigram;False;True;False;False;False;False;False;False;False;comment;0.5696043592921354;0.9846344181734775;0.7207357568957142;1.5997999906539917
bow-rating-sentiment1;True;False;False;False;True;False;False;True;False;comment;0.8084486979832871;0.682556007262763;0.7396538298769931;10.768499970436096
bow-bigram;True;True;False;False;False;False;False;False;False;comment;0.7613071708074377;0.8403493320885722;0.798331008954426;8.27579996585846
bow-bigram-remove_stopwords-rating-tense-sentiment1;True;True;False;True;True;False;True;True;False;stopwords_removal;0.7834868992870329;0.7932653171304322;0.7877721170994854;6.672799968719483
bow-bigram-tense-sentiment1;True;True;False;False;False;False;True;True;False;comment;0.7582173110461538;0.8381202864323987;0.7953841917872672;9.109800004959107
bow-lemmatize-remove_stopwords;True;False;True;True;False;False;False;False;False;stopwords_removal_lemmatization;0.8219792680786313;0.6741350971298992;0.7395500007155571;5.94449999332428
bow-bigram-lemmatize-rating-tense;True;True;True;False;True;False;True;False;False;lemmatized_comment;0.7591255432608356;0.8618891567822289;0.806724300692532;6.448399925231934
bow-lemmatize;True;False;True;False;False;False;False;False;False;lemmatized_comment;0.7768466761392225;0.6445553486204011;0.7032734550701024;5.381200003623962
bow-rating-tense-sentiment1;True;False;False;False;True;False;True;True;False;comment;0.7925061521405672;0.6900660080296787;0.7369909446730956;7.207100033760071
bow;True;False;False;False;False;False;False;False;False;comment;0.7528154611319625;0.6736193966070233;0.7100115883469832;7.249499988555908
bow-bigram-lemmatize-remove_stopwords;True;True;True;True;False;False;False;False;False;stopwords_removal_lemmatization;0.7857181833851141;0.8174289437920853;0.8002771111439818;5.677899980545044
bow-lemmatize-remove_stopwords-rating-tense-sentiment2;True;False;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.8552289249569137;0.6855811193427328;0.7606136929124167;4.811999988555908
bow-lemmatize-rating;True;False;True;False;True;False;False;False;False;lemmatized_comment;0.796703211348955;0.6668166738068482;0.725374754188896;5.0637000560760494
bigram-rating-sentiment1;False;True;False;False;True;False;False;True;False;comment;0.624251492525463;0.9582010499960967;0.7558733127156356;0.994599986076355
bigram-lemmatize-remove_stopwords-rating-tense-sentiment2;False;True;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.6780122555886043;0.8676750696332093;0.7604297506857398;0.7299000263214112
bow-remove_stopwords;True;False;False;True;False;False;False;False;False;stopwords_removal;0.8171655971938936;0.6562335027055546;0.7267201984011231;5.876599955558777
